Category,Message,spam
ham,could work reach consensus next meeting,0
ham,aiyah wait lor u entertain hee,0
ham,last thing ever wanted hurt think would laugh embarassed delete tag keep going far knew even fact even felt like would hurt show really know messy wednesday bad problem time clean choose skype take picture sleep want go mind thing make bed throw laundry top friend house embarassed underwear bra strewn bed pillow floor something else used good least making bed,0
ham,let know kick,0
ham,call ok said call,0
ham,call number available appointment ask connect call waheed fathima,0
ham,ã¼ go buy wif meet ã¼ later,0
ham,mmmm fuck fair know weakness grin push knee expose belly pull head forget know wicked smile,0
ham,today system sh get ready well also deep well,0
ham,mom want know,0
ham,aight text back,0
ham,dont know support as srt thnk think ps3 play usb,0
ham,oh ok didnt know meant yep baby jontin,0
spam,guaranteed â 1000 cash â 2000 prize claim yr prize call customer service representative,1
spam,would like see xxx pic hot nearly banned uk,1
ham,pen thing beyond joke wont biro master ever,0
ham,party alex nichols,0
spam,u secret admirer looking 2 make contact u find r reveal think ur special call 09058094594,1
ham,seeing missed call dear brother gr8 day,0
ham,ok ã finishing soon,0
ham,sorry help,0
ham,come slave going shell unconsciously avoiding making unhappy,0
ham,love as enjoy doggy style,0
ham,think asking gym excuse lazy people jog,0
spam,dear 0776xxxxxxx u invited xchat final attempt contact u txt chat 86688 150p msgrcvdhg suite342 2lands row w1j6hl ldn 18yrs,1
spam,urgent please call 09061743811 landline abta complimentary 4 tenerife holiday â 5000 cash await collection sae c box 326 cw25wx 150ppm,1
ham,way home long dry spell season would,0
ham,gotta collect da car 6 lei,0
ham,ok knackered came home went sleep good full time work lark,0
ham,probably earlier station think,0
spam,call 09090900040 listen extreme dirty live chat going office right total privacy one know sic listening 60p min 24 7mp 0870753331018,1
spam,freemsg hey u got 1 video pic fones reply wild txt ill send u pic hurry im bored work xxx 18 150p rcvd stop2stop,1
ham,uh head much left,0
ham,tot u outside co darren say u come shopping course nice wat jus went sim lim look mp3 player,0
ham,aight sound good want come,0
ham,wat would u like 4 ur birthday,0
ham,love working home,0
ham,miss vday parachute double coin u must know well,0
ham,sister got placed birla soft da,0
spam,free entry 2 weekly comp chance win ipod txt pod 80182 get entry std txt rate c apply 08452810073 detail 18,1
ham,wah okie okie muz make use e unlimited haha,0
ham,people mu table lambda,0
ham,stop old man get build snowman snow angel snowball fight,0
ham,ello babe u ok,0
ham,hello beautiful r u ok kinda ad row wiv walked pub wanted night wiv u miss u,0
ham,u going ikea str aft dat,0
ham,becoz lt gt jan whn al post ofice holiday cn go fr post ofice got duffer,0
ham,lol grr mom taking forever prescription pharmacy like 2 minute away ugh,0
ham,real tho suck even cook whole electricity hungry,0
ham,want go,0
spam,new textbuddy chat 2 horny guy ur area 4 25p free 2 receive search postcode gaytextbuddy com txt one name 89693 08715500022 rpl stop 2 cnl,1
ham,time month mid time,0
ham,fffff text kadeem far gone,0
ham,leaving yet ok lor go elsewhere n eat u thk,0
ham,fujitsu series lifebook good,0
ham,yar wanted 2 scold u yest late already got zhong se qing u ask b4 ask go w u lor n u still act real,0
ham,dont know bring food,0
ham,current food alone also,0
ham,sch fr 4 6 dun haf da book sch home,0
ham,hello going village pub 8 either come accordingly ok,0
ham,call like lt gt time oh give u hypertension oh,0
ham,dont give monkey wot think certainly mind friend mine sleep wiv wud annoyin,0
ham,omg could snow tonite,0
spam,call 08702490080 tell u 2 call 09066358152 claim â 5000 prize u 2 enter ur mobile personal detail prompt careful,1
spam,free 1st week entry 2 textpod 4 chance 2 win 40gb ipod â 250 cash every wk txt vpod 81303 t c www textpod net custcare 08712405020,1
ham,carry disturbing,0
ham,pa tell went bath,0
ham,jus finished avatar nigro,0
ham,r u scratching,0
ham,hope great day,0
ham,either idea know anyplaces something,0
ham,planning usually stop find hella weed smoke hella weed,0
ham,fact cleaning show know upset priority constantly want need,0
ham,excellent ready moan scream ecstasy,0
spam,people dogging area call 09090204448 join like minded guy arrange 1 1 evening aâ 1 50 minapn ls278bb,1
ham,dude avatar 3d imp one point thought actually fly room almost tried hittng one reflex,0
spam,well done 4 costa del sol holiday â 5000 await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh costâ 1 50 pm max10mins,1
ham,k k cant come search job,0
ham,got lousy sleep kept waking every 2 hour see cat wanted come worry cold,0
ham,yeah leave couple minute amp let know get mu,0
ham,ã¼ call 10 10 make sure dat woken,0
ham,hey go jazz power yoga hip hop kb yogasana,0
ham,battery mr adewale uncle aka egbon,0
ham,wait 2 min stand bus stop,0
ham,oh ic thought meant mary jane,0
ham,haha really oh deduct lesson tmr,0
ham,nah im goin 2 wrks j wot bout u,0
ham,eat shit wait ur monkey face bitch u asshole,0
ham,good night going sleep,0
ham,aight grab something eat text back mu,0
ham,take something pain move however side next 6hrs see doctor,0
ham,lol oh babe wont sliding place midnight thanks invite,0
ham,howz person story,0
spam,guess somebody know secretly fancy wanna find give u call 09065394973 landline datebox1282essexcm61xn 150p min 18,1
ham,lol would awesome payback,0
spam,80488 500 free text message valid 31 december 2005,1
ham,honeybee said sweetest world god laughed amp said wait u havnt met person reading msg moral even god crack joke gm gn ge gn,0
ham,thanks tescos quite nice gone speak soon,0
ham,feathery bowa something guy know,0
ham,even cant close eye vava playing umma,0
ham,2 laptop noe infra slow lar wan fast one,0
spam,guaranteed â 200 award even â 1000 cashto claim ur award call free 08000407165 18 2 stop getstop 88222 php,1
ham,nvm ok,0
ham,enjoy ur life good night,0
ham,yes meet town co go gep home could text bus stop worry finished march â ish,0
ham,thats cool cum,0
ham,delhi chennai still silent,0
ham,lol alright thinkin haha,0
spam,reply win â 100 weekly 2006 fifa world cup held send stop 87239 end service,1
ham,boat still mom check yo half naked,0
ham,shhhhh nobody supposed know,0
ham,sorry call later meeting thing related trade please call arul lt gt,0
ham,hey late amk need drink tea coffee,0
spam,urgent please call 09061743810 landline abta complimentary 4 tenerife holiday 5000 cash await collection sae c box 326 cw25wx 150 ppm,1
ham,length e e top shorter n got fringe thk going liao lazy dun wan 2 distract u also,0
ham,antha num corrct dane,0
ham,basket gettin full might tonight,0
ham,hi darlin ive got back really nice night thanks much lift see u tomorrow xxx,0
ham,valentine huh proof fb page ugh glad really watch rupaul show tool,0
spam,free tone hope enjoyed new content text stop 61610 unsubscribe help 08712400602450p provided tones2you co uk,1
ham,eh den sat u book e kb liao huh,0
ham,practising curtsey,0
ham,lol boo hoping laugh,0
ham,yeh def up4 something sat got payed2day havbeen given aâ 50 pay rise 4my work havebeen made preschoolco ordinator 2i feelingood luv,0
ham,well leave class babe never came back hope nice sleep love,0
ham,lmao fish memory need,0
ham,b going 2 sch mon si need 2 take smth,0
ham,idea soon get converted live,0
spam,themob yo yo yo come new selection hot downloads member get free click open next link sent ur fone,1
ham,india going draw series many year south african soil,0
ham,take major role community outreach rock mel,0
ham,shopping lor raining mah hard 2 leave orchard,0
ham,hi birth 8lb 7oz mother baby brilliantly,0
ham,see forwarding message proof,0
ham,keep going never intention run choose rather keep room clean say visitor maybe best choice yes wanted embarassed maybe feel feel friend want drop buy say happened morning tried everything know else,0
ham,dunno lei thk mum lazy go neva ask yet,0
ham,whatever want know rule talk earlier week start happening showing responsibility yet every week bend rule way way whatever tired thia argument every week lt gt movie doesnt inlude preview still getting 1,0
ham,beautiful truth gravity read carefully heart feel light someone feel heavy someone leaf goodmorning,0
spam,great news call freefone 08006344447 claim guaranteed â 1000 cash â 2000 gift speak live operator,1
ham,ambrith madurai met u arun dha marrge remembr,0
ham,read shame tell take run blame u 4 ever really 4 ever long time,0
ham,princess kitty shaved natural,0
ham,better bb wont use wife doctor,0
ham,ya came ago,0
ham,tomorrow onwards eve 6 3 work,0
ham,anything lor toa payoh got place 2 walk meh,0
ham,anybody number still thought tactful way ask alex,0
spam,u win â 100 music gift voucher every week starting txt word draw 87066 tscs www ldew com skillgame 1winaweek age16 150ppermesssubscription,1
ham,movie theatre go watch unlimited movie pay,0
ham,u lunch alone bored,0
ham,yes obviously egg pert potato headâ speak soon,0
ham,nah man car meant crammed full people,0
ham,got new job bar airport satsgettin 4 47per hour mean lie keep touch,0
ham,kallis ready bat 2nd inning,0
ham,thanx birthday already,0
ham,ugh u apologize admit u wrong ask take u back,0
ham,noe la u wana pei bf oso rite k lor day den,0
ham,yes small kid boost secret energy,0
ham,im gonna miss u much,0
ham,avatar supposed subtoitles,0
ham,simply sitting watching match office,0
ham,jot thing want remember later,0
ham,oh sorry please,0
ham,hey going lo lesson gym,0
ham,dont pack buy store like cereal must pack food pack gari something 9ja miss,0
ham,always make thing bigger,0
ham,ã dun wan watch infernal affair,0
ham,waking 4 afternoon sup,0
ham,send pic like,0
ham,okay booked already including one bugis,0
ham,aight fuck get later,0
ham,de call time ill tell k,0
ham,dont use hook,0
ham,much blackberry bold2 nigeria,0
ham,hi home calicut,0
ham,hey darlin pick u college u tell wen 2 mt love pete xx,0
spam,call 09094100151 use ur min call cast 10p min mob vary service provided aom gbp5 month aom box61 m60 1er u stop age 18,1
ham,oh thkin goin yogasana 10 den nd go 3 den rush parco 4 nb okie lor u call ready,0
ham,late need go n get da laptop,0
ham,please charge mobile get morning,0
ham,nothing got msg frm tht unknown,0
ham,ugh fuck resubbing eve,0
ham,see shadow get early spring yay,0
ham,one slice one breadstick lol,0
ham,hey want crave miss need love ahmad saeed al hallaq,0
ham,training tomorrow,0
spam,urgent mobile â 2 000 bonus caller prize 02 06 03 2nd attempt reach call 09066362220 asap box97n7qp 150ppm,1
ham,pas dis ur contact n see wat u get red luv wid u blue u put smile face purple u r realy hot pink u r swt orange thnk lyk u green realy wana go wid u yelow wnt u bck black jealous u brown miss nw plz giv one color,0
ham,co daddy arranging time c wat time fetch ã¼ mah,0
ham,eldest know,0
ham,say hi drugdealer,0
ham,hard believe thing like say lie think twice saying anything,0
spam,sexy single waiting text age followed gender wither f e g 23f gay men text age followed g e g 23g,1
ham,good night dear sleepwell amp take care,0
ham,wondarfull song,0
spam,freemsg claim ur 250 sm message text ok 84025 use web2mobile 2 ur mate etc join txt250 com 1 50p wk c box139 la32wu 16 remove txtx stop,1
ham,yar lor actually quite fast co da ge slow wat haha,0
ham,must come later normally bathe da afternoon mah,0
ham,trust even,0
ham,hey hun onbus goin 2 meet want 2go 4a meal donyt feel like cuz 2 get last bus home he sweet latelyxxx,0
